Title,Low price,Mall Name,Product Type,Maker,Brand,category1,category2,category3,Price_range,Maker Point,Brand Point,Price_range_score,Total Point
아보크 아이스 카고 여름  3종세트 남성,27220,네이버,1,No-Maker,아보크,패션의류,남성의류,바지,Very Cheap,0,1,2,3
ZOOC 쥬크 22 가을 옆 벨트 포인트 크롭 숏 Z223MSA004,78840,네이버,1,대현,ZOOC,패션의류,여성의류,바지,Moderate,1,3,1,6
베네통 몰리 핀턱  PK BAPT56131,56700,네이버,1,No-Maker,베네통,패션의류,여성의류,바지,Cheap,0,3,2,6
쉬즈미스 솔리드 스트레치  SWWSLN12050,56800,네이버,1,No-Maker,쉬즈미스,패션의류,여성의류,바지,Cheap,0,2,2,4
밴딩 와이드,19800,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
남녀공용 빅사이즈 간절기까지 아노락 카고 조거 ,14900,토마토팩토리,2,토마토팩토리,NO-Brand,패션의류,여성의류,바지,Very Cheap,1,0,2,3
써스데이아일랜드 아웃포켓 배기핏 코튼 T226MPT131W,73470,네이버,1,No-Maker,써스데이아일랜드,패션의류,여성의류,바지,Moderate,0,3,1,4
자라 스트레이트 카고  5520 265 다크 카키 5152898,37730,네이버,1,자라,자라,패션의류,여성의류,바지,Cheap,1,3,2,7
베이지 핀턱 하이웨스트 투버튼 치노,22800,데이 에이치,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
폴햄 여성 코튼 린넨 테이퍼드 밴딩  PHC2PP2083,17600,네이버,1,No-Maker,폴햄,패션의류,여성의류,바지,Very Cheap,0,3,2,6
모조에스핀 부츠컷정장 J223XSA101,71100,네이버,1,대현,모조에스핀,패션의류,여성의류,바지,Cheap,1,3,2,7
지오지아 썸머 슬럽 밴딩  ABA2PP1103,13310,네이버,1,No-Maker,지오지아,패션의류,남성의류,바지,Very Cheap,0,3,2,6
미쏘 핏업 롱부츠컷 165 MIWTJD320J,47400,네이버,1,No-Maker,미쏘,패션의류,여성의류,바지,Cheap,0,3,2,6
시스티나 스트레이트 와이드  AWWSLM11050,31800,네이버,1,No-Maker,시스티나,패션의류,여성의류,바지,Very Cheap,0,3,2,6
리스트 코튼 트윌 테이퍼드  TWWSLN50100,89000,네이버,1,No-Maker,리스트,패션의류,여성의류,바지,Moderate,0,1,1,2
레노마 renoma 봄 여름 스판 면4종 RMIPBP07A,35000,네이버,1,유로물산,레노마,패션의류,남성의류,바지,Very Cheap,1,3,2,7
여성 카고,34800,라수피아,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
[무배 쿠폰 일부오늘] 린넨 르멜 치마  강추,41500,화이트뮤즈,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
화이트 추가 와이드 ,29800,라수피아,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
루시앙 와이드핏 젤리스판 밴딩 ,8360,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
에잇컨셉 컬러와이드 C22I2FPT026-YI,22600,네이버,1,No-Maker,에잇컨셉,패션의류,여성의류,바지,Very Cheap,0,3,2,6
나인 NAIN N시그니처 스판 슬림 와이드  PT-4704 PT004,31990,네이버,1,No-Maker,나인,패션의류,여성의류,바지,Very Cheap,0,2,2,4
남자 2타입 여름 린넨 냉장고 추가 카고  1207,15900,심플리클로젯,2,No-Maker,심플리,패션의류,남성의류,바지,Very Cheap,0,2,2,4
남자 슬림 일자핏 히든 밴딩 면 5컬러,21900,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
TOP 10 탑텐남성 테리 조거 스웨트 MSC5PT1902,8060,네이버,1,No-Maker,탑텐,패션의류,남성의류,바지,Very Cheap,0,3,2,6
내셔널지오그래픽 아델리 경량 우븐 스트레치 카고 조거  ICE N232UPT940,135930,네이버,1,No-Maker,내셔널지오그래픽,패션의류,남성의류,바지,Expensive,0,3,1,4
Wide String Cargo Slacks  NOT4NERD,37480,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
골지 밴딩 쿨  6color 봄 여름 가을,7900,곰베,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
더아이잗뉴욕 더아이잗 스판 블렌드 레귤러핏  IM2M0SL71,65550,네이버,1,바바패션,더아이잗,패션의류,여성의류,바지,Cheap,1,2,2,6
어썸핏 남성 릴렉스 워싱  2종,49800,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
여성 라미 데일리 부드러운 와이드 루즈핏 니트  3COLOR 봄 가을 겨울,24900,더블제이룸,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
폴햄 남성 쿨맥스 슬림핏 슬랙스  PHC2PP1052,22250,네이버,1,No-Maker,폴햄,패션의류,남성의류,바지,Very Cheap,0,3,2,6
우알롱 시그니처 릴랙스 와이드  3 23 예약배송,55300,네이버,1,No-Maker,우알롱,패션의류,남성의류,바지,Cheap,0,2,2,4
여성 조커,16900,ITZIN,2,No-Maker,잇진,패션의류,여성의류,바지,Very Cheap,0,1,2,3
폴햄 여성 슬림 치노  PHC2PP2012,19900,네이버,1,No-Maker,폴햄,패션의류,여성의류,바지,Very Cheap,0,3,2,6
최강스판 일자 밴딩슬랙스 찰랑 구김없는 린넨슬랙스 키작녀 빅사이즈 홈쇼핑 9부 봄,29800,비비앤플러스,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
지오다노 반 101506,12000,네이버,1,지오다노,지오다노,패션의류,남성의류,바지,Very Cheap,1,3,2,7
남자 조거 밴딩 테이퍼드 스판 빅사이즈,21800,디자인서플라이,2,FNFG코리아,프랭키뉴욕,패션의류,남성의류,바지,Very Cheap,1,3,2,7
옷자락 여자 카고,12090,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
순이들 1 1세상편한 조거 밴딩,12900,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
폴햄 남성 저지 밴딩 조거  PHC3PP1093,14900,네이버,1,에이션패션,폴햄,패션의류,남성의류,바지,Very Cheap,1,3,2,7
지오다노 이지 카고  111930,16000,네이버,1,No-Maker,지오다노,패션의류,남성의류,바지,Very Cheap,0,3,2,6
폴로 랄프로렌 23SS 프렙스터 반 6color,139000,Owl Hunter,2,폴로랄프로렌,폴로,패션의류,남성의류,바지,Expensive,1,3,1,6
봄버전 5컬러 3기장 0004 하이웨스트 와이드핏 ,19000,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
프로젝트M 프로젝트엠 남성 백밴딩 테이퍼드핏 슬랙스  EPB2PP1373,12430,네이버,1,No-Maker,프로젝트M,패션의류,남성의류,바지,Very Cheap,0,2,2,4
쉬즈미스 NC02 히든버튼 스트레이트  SWWSLM12010,19440,네이버,1,No-Maker,쉬즈미스,패션의류,여성의류,바지,Very Cheap,0,2,2,4
에디바우어 23 여름 MENTHOL BOOST 남성 이지스트링  3종,68730,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
폴햄  PHB2PT1720,10520,네이버,1,No-Maker,폴햄,패션의류,남성의류,바지,Very Cheap,0,3,2,6
남자 플리츠 ,23800,스마트 에프엔지,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
시슬리 사선 절개 와이드  SADP05211,97540,네이버,1,No-Maker,시슬리,패션의류,여성의류,바지,Moderate,0,2,1,3
23SS 밀라 텐셀 데님 와이드  3종_TLMD232F0313PT,64440,더스타일라이브,2,No-Maker,밀라,패션의류,여성의류,바지,Cheap,0,1,2,3
여성 카고 조커 조거  카키 44부터,19520,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
지오다노 남 울트라 스트레치 치노  112923,28670,네이버,1,지오다노,지오다노,패션의류,남성의류,바지,Very Cheap,1,3,2,7
7부 여름 데일리,10110,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
밀리터리 IX9 전술 카고,26900,싸다구캠핑,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
폴햄 여성 냉감 사방스판 트리코트 와이드  PHB2PT2740,10520,네이버,1,No-Maker,폴햄,패션의류,여성의류,바지,Very Cheap,0,3,2,6
BY파크랜드 체스터베리 멀티 케어 올데이 컴포트  npd21201-3,8470,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
조이너스 밑단 커팅 부츠컷 - JS22DP0104923A,36280,네이버,1,No-Maker,조이너스,패션의류,여성의류,바지,Cheap,0,2,2,4
탑텐 남성 와이드  MSD2PP1002,41130,네이버,1,No-Maker,탑텐,패션의류,남성의류,바지,Cheap,0,3,2,6
남자 반 빅사이즈,18500,리턴옴므,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
버커루 광주 남성 세골 골지 가먼트다잉 멀티 카고  B213PT475P,29840,네이버,1,한세엠케이,버커루,패션의류,남성의류,바지,Very Cheap,1,1,2,4
캔마트 키작아도면44탄 봄세미와이드,31410,네이버,1,No-Maker,캔마트,패션의류,여성의류,바지,Very Cheap,0,2,2,4
수키 세미와이드 뒷밴딩 여성 카고 1107145,29850,네이버,1,수키,수키,패션의류,여성의류,바지,Very Cheap,1,1,2,4
가을 와이드 핀턱 코튼  2col,29800,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
스파오 SPAO 시티보이 와이드 치노  SPTCD23C05,37290,네이버,1,No-Maker,스파오,패션의류,남성의류,바지,Cheap,0,3,2,6
나이스클랍 ADD 아웃 포켓 밴딩 데님  A223PWN743,82500,네이버,1,No-Maker,나이스클랍,패션의류,여성의류,바지,Moderate,0,1,1,2
갤럭시 정장 세트 Suggello 솔리드 Normal Fit GA2401U12R PS00122791R,85540,네이버,1,삼성물산,갤럭시,패션의류,남성의류,바지,Moderate,1,2,1,4
펠틱스 남성 조거  3종,32120,네이버,1,No-Maker,펠틱스,패션의류,남성의류,바지,Very Cheap,0,2,2,4
폴햄 여성 스트레치 조거  PHD2PP2099BK,27790,네이버,1,No-Maker,폴햄,패션의류,여성의류,바지,Very Cheap,0,3,2,6
THE IZEL 더아이젤 23 Summer Collection 버뮤다  3종,62400,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
여성 밴딩 슬랙스 정장 엄마 일자 50대 중년여성 편한 옷 빅사이즈 결혼식,36900,믹스밍글,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
온앤온 NC11 핀턱 와이드  NJW2AL813,68700,네이버,1,No-Maker,온앤온,패션의류,여성의류,바지,Cheap,0,3,2,6
올젠 남성 면스판 캐주얼  ZOD1PP1301,50310,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
바이빈이 쿨냉감 7부,8500,네이버,1,No-Maker,바이빈이,패션의류,남성의류,바지,Very Cheap,0,2,2,4
자체제작 린넨 A라인 여름 반,34800,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
까르뜨블랑슈 솔리드 스판 치노  P334265628,17510,네이버,1,No-Maker,까르뜨블랑슈,패션의류,남성의류,바지,Very Cheap,0,1,2,3
V CUT 브이컷 여성 시그니처핏 탄탄 3종,55150,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
손이가 투웨이 카고 와이드 밴딩 ,25970,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
밴딩 남자 일자 스판 면 남성 봄 여름 편한 구김없는 중년,29570,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
지오다노 NEW 여성 슬림핏 슬랙스 05 05412901,18000,네이버,1,지오다노,지오다노,패션의류,여성의류,바지,Very Cheap,1,3,2,7
지오다노 남성 일자핏 면 트레이닝  112950,21600,네이버,1,No-Maker,지오다노,패션의류,남성의류,바지,Very Cheap,0,3,2,6
본 BON 하이스트레치 남성 슬랙스  BN0MTA337,21330,네이버,1,No-Maker,BON,패션의류,남성의류,바지,Very Cheap,0,3,2,6
STANDARD 플리츠 와이드 밴딩  M 436217,37900,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
리스트 미니멀 핀턱 와이드 - TWSSLM50020,44490,네이버,1,No-Maker,리스트,패션의류,여성의류,바지,Cheap,0,1,2,3
CERINI by PAT 남성 링클프리 면스판  3종,43780,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
아뜨랑스 코튼 세미와이드핏 핀턱 슬랙스 PS3767,23990,네이버,1,No-Maker,아뜨랑스,패션의류,여성의류,바지,Very Cheap,0,2,2,4
디키즈 874 워크,47800,재인쇼핑,2,디키즈,디키즈,패션의류,남성의류,바지,Cheap,1,3,2,7
심플 코튼 스판 통,38000,바지나라 여성바지전문,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
르오트 스프링 스트레이트 ,5450,네이버,1,No-Maker,르오트,패션의류,여성의류,바지,Very Cheap,0,1,2,3
여자 와이드 ,32900,라수피아,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
지오다노 남 TR 와이드 이지  113520,35100,네이버,1,No-Maker,지오다노,패션의류,남성의류,바지,Very Cheap,0,3,2,6
잇미샤 와이드 턱  ITM4BPT540,89500,네이버,1,No-Maker,잇미샤,패션의류,여성의류,바지,Moderate,0,2,1,3
엣지쇼 PICK 더엣지 코튼 와이드,43420,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
헬렌카렌 초 22FW 크레오라 슬림와이드 밴딩 3종,13900,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
올리비아로렌 쉬폰 주름 와이드  VOCDLWM6111,18830,네이버,1,세정,올리비아로렌,패션의류,여성의류,바지,Very Cheap,1,3,2,7
에어윈드 조거,59000,안다르,2,No-Maker,안다르,패션의류,여성의류,바지,Cheap,0,1,2,3
꾸즈 면스판 슬림 배기  3종,42733,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
무배밴딩라지출시 레몬핑크 부츠컷 데님 코튼 4col,36900,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
라이브 연아실장추천 컬러추가 샌드 핀턱 뒷밴딩 와이드 슬랙스 ,27200,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
폴햄 남성 풀밴딩 테이퍼드 슬랙스  PHB3PP1053,10520,네이버,1,No-Maker,폴햄,패션의류,남성의류,바지,Very Cheap,0,3,2,6
내셔널지오그래픽 제이폴 코튼 포켓  MOURNING N221MPT920,93400,네이버,1,No-Maker,내셔널지오그래픽,패션의류,남성의류,바지,Moderate,0,3,1,4
시리즈 역시즌 series HIPSTER 가먼트 다잉 컬러 치  SHPSHPNX22531GYL,65280,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
[지오다노] 112522 남 테이퍼드핏 치노(사계절),22500,지오다노,2,지오다노,지오다노,패션의류,남성의류,바지,Very Cheap,1,3,2,7
남자 여자 냉장고 7부 9부 124종,3400,수키스토어,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
일리코 쏘레내 밴딩 스판 배기  무지 3컬러,16800,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
닉스 NIX 남 면스판 치노 FNNRCPC180P,9880,네이버,1,No-Maker,닉스,패션의류,남성의류,바지,Very Cheap,0,2,2,4
지오다노 스탠다드핏 치노  111525,16000,네이버,1,지오다노,지오다노,패션의류,남성의류,바지,Very Cheap,1,3,2,7
내셔널지오그래픽 윈드 조거  봄 가을 - 남여공용,66000,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Cheap,0,0,2,2
조르쥬레쉬 GR 크링클 아세테이트  2종,64170,네이버,1,No-Maker,조르쥬레쉬,패션의류,여성의류,바지,Cheap,0,2,2,4
남자 조거,13800,반클라쓰,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
스타필드 고양 폴햄 이지 테이퍼드 밴딩  BE PHC2PP1053,13860,네이버,1,No-Maker,폴햄,패션의류,남성의류,바지,Very Cheap,0,3,2,6
버커루 BUCKAROO 조거  2종 남성,69120,네이버,1,No-Maker,버커루,패션의류,남성의류,바지,Cheap,0,1,2,3
쉬즈미스 투 핀턱 와이드  SWWSLM11080,39200,네이버,1,No-Maker,쉬즈미스,패션의류,여성의류,바지,Cheap,0,2,2,4
핫바디 데님 ,27540,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
올리브그린 미니플레어핏  3종,39120,네이버,1,No-Maker,올리브그린,패션의류,여성의류,바지,Cheap,0,2,2,4
TBJ 남성 코튼스판 슬림핏 치노  T195PT230P,6700,네이버,1,No-Maker,TBJ,패션의류,남성의류,바지,Very Cheap,0,2,2,4
커버낫 남성  올리브,33910,네이버,1,No-Maker,커버낫,패션의류,남성의류,바지,Very Cheap,0,3,2,6
TOP 10 탑텐 남성 코튼 레귤러 밴딩 조거  MSC3PP1203,12700,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
폴햄 여성 테이퍼드핏 밴딩 조거 치노  PHB2PP2053,12290,네이버,1,No-Maker,폴햄,패션의류,여성의류,바지,Very Cheap,0,3,2,6
나인 클래식 와이드 벨트 세트 S R-PT-5250,50140,네이버,1,No-Maker,나인,패션의류,여성의류,바지,Cheap,0,2,2,4
보브 백 밴딩 이지 조거  7192330004,64700,네이버,1,No-Maker,보브,패션의류,여성의류,바지,Cheap,0,3,2,6
지오다노 여 풀밴딩  413506,33830,네이버,1,No-Maker,지오다노,패션의류,여성의류,바지,Very Cheap,0,3,2,6
스판너무좋은 피그워싱 반밴딩 세미와이드 면 3컬러,32800,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
폴햄 남성 세미와이드 풀밴딩 슬랙스 PHC3PP1033,20470,네이버,1,에이션패션,폴햄,패션의류,남성의류,바지,Very Cheap,1,3,2,7
7040 실장픽 사방 텐션 스판 부츠컷 하이웨스트 밴딩 슬랙스 ,22900,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
시에로 여성 23 블라썸 컬렉션 3종 맨투맨 롱,45570,네이버,1,No-Maker,시에로,패션의류,여성의류,바지,Cheap,0,1,2,3
탑텐 여성 BALANCE 나일론 조거  SET MSC2JJ2011 MSC2PP2991,17900,네이버,1,신성통상,탑텐,패션의류,여성의류,바지,Very Cheap,1,3,2,7
여름 면 여자 꽃 포켓 편한 알라딘 몸빼 항아리 ,6500,고무바지,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
MADE 투핀턱 하프 슬랙스 세미 A라인 버뮤다,17910,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
탑텐 남성 코튼 스판 슬림핏 치노  no1 msa1pp1001,12650,네이버,1,No-Maker,탑텐,패션의류,남성의류,바지,Very Cheap,0,3,2,6
온플 까사렐 크레오라 텐션 세미와이드 3종,52120,네이버,1,선도,NO-Brand,패션의류,여성의류,바지,Cheap,1,0,2,3
쉬즈미스 벨티드 윈턱 와이드  SWWSLM11120,37100,네이버,1,No-Maker,쉬즈미스,패션의류,여성의류,바지,Cheap,0,2,2,4
하이웨스트 여성 반 화이트 핑크,23800,코이블리,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
마넬뉴욕 하이텐션 4종,64920,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
ZOOC 허리 밴딩 와이드  GG V222MSA937,79600,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Moderate,0,0,1,1
탑텐 남성 테리 스트레이트  MSC5PT1901,9700,네이버,1,No-Maker,탑텐,패션의류,남성의류,바지,Very Cheap,0,3,2,6
폴햄 여성 백밴딩 코튼 스판 치노  PHB3PP2012,10520,네이버,1,No-Maker,폴햄,패션의류,남성의류,바지,Very Cheap,0,3,2,6
제시뉴욕 제시뉴욕하이웨스트단추포인트와이드 BU 44 MB1-NRPP113S,49000,네이버,1,No-Maker,제시뉴욕,패션의류,여성의류,바지,Cheap,0,1,2,3
하이웨스트 세미 부츠컷 와이드슬랙스 여성와이드 차콜 그레이,35000,코이블리,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
올젠 소프트 비즈니스 캐주얼  ZOA3PP1303,17936,네이버,1,No-Maker,올젠,패션의류,남성의류,바지,Very Cheap,0,3,2,6
Calvin Klein Jeans CK 남여공용 패커블 카고 조거  J320553 1340860,69000,네이버,1,No-Maker,Calvin Klein Jeans,패션의류,남성의류,바지,Cheap,0,3,2,6
그레이 모던 5부 반,25000,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
지오다노 언브러시드 테리 스트레이트  112950,20000,네이버,1,지오다노,지오다노,패션의류,남성의류,바지,Very Cheap,1,3,2,7
BCBG S 셀로나  B3S2P382,83300,네이버,1,수인터내셔날,BCBG,패션의류,여성의류,바지,Moderate,1,1,1,3
여성 BALANCE 기모 수퍼 스트레치 스트레이트  MBD5PT2261,14930,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
리베레츠 여성카고조거2종세트,15900,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
쉬즈미스 조거 슬랙스  SWWSLM11100,27000,네이버,1,No-Maker,쉬즈미스,패션의류,여성의류,바지,Very Cheap,0,2,2,4
TAG가 79 800원 크로커다일레이디 슬림 일자핏 밴딩  CL0MPT903,12080,네이버,1,No-Maker,크로커다일레이디,패션의류,여성의류,바지,Very Cheap,0,3,2,6
에디션 바이오 워싱 치노 NEA3PP1901,12432,네이버,1,No-Maker,에디션,패션의류,남성의류,바지,Very Cheap,0,2,2,4
테슬라 CQR 여름 투인원 카고 CQ-TXP404,27835,네이버,1,No-Maker,테슬라,패션의류,남성의류,바지,Very Cheap,0,2,2,4
국내매장판 파타고니아 배기스 쇼츠 5인치 7인치 롱즈 반 여름 휴가 수영복 쇼트,84900,올뉴브랜드,2,파타고니아,파타고니아,패션의류,남성의류,바지,Moderate,1,3,1,6
플라스틱아일랜드 미디 투턱  PP2WP462,51200,네이버,1,No-Maker,플라스틱아일랜드,패션의류,여성의류,바지,Cheap,0,3,2,6
태그미 21FW 하이텐션 밴딩 4종,47110,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
지이크 WEAREVER 면 터치 사이드 밴딩  PCFAB4506,19800,네이버,1,No-Maker,지이크,패션의류,남성의류,바지,Very Cheap,0,2,2,4
남자반,9900,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
씨씨콜렉트 CC콜렉트 SET-UP 턱 밴딩 와이드  C223MSA207,66620,네이버,1,No-Maker,씨씨콜렉트,패션의류,여성의류,바지,Cheap,0,3,2,6
GRAMICCI 루즈테이퍼드  Olive,77400,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Moderate,0,0,1,1
내셔널지오그래픽 헬스복 운동복,66000,스니커데이,2,더네이쳐홀딩스,내셔널지오그래픽,패션의류,남성의류,바지,Cheap,1,3,2,7
남자와이드 스웻 스웨트 키큰남자 통넓은 밴딩 회색 여름 빅사이즈,24900,왓위웨어,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
뮬라웨어 1 릴렉스 업 와이드  MWWCLP792 1,39020,네이버,1,No-Maker,뮬라웨어,패션의류,여성의류,바지,Cheap,0,2,2,4
리스트 벨티드 핀턱 롱 와이드  TWWSLM70050,39000,네이버,1,No-Maker,리스트,패션의류,여성의류,바지,Cheap,0,1,2,3
하이웨스트 슬림 코튼 여자 밴딩,27900,코이블리,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
지오다노 GIORDANO 여 슬림 밴딩 슬랙스 412901,18000,네이버,1,지오다노,지오다노,패션의류,여성의류,바지,Very Cheap,1,3,2,7
지베르니 뉴핏 일자  3종23SS P336530758,37430,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
마인드브릿지 SMART 쿨 테이퍼드쿨맥스밴딩 MWPT3111,29900,네이버,1,No-Maker,마인드브릿지,패션의류,남성의류,바지,Very Cheap,0,3,2,6
시골 감성 봄가을 몸빼  빅사이즈 기모 고무 꽃무늬 촌캉스 캠핑,5800,줌마닷컴,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
봄신상 핑크 면 보라 퍼플 인디핑크 핫핑크 오렌지 옐로우,31500,240만,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
인디안 컬러 면 MIUDLVF8171 P002564519,15470,네이버,1,세정,인디안,패션의류,남성의류,바지,Very Cheap,1,2,2,6
남자 슬랙스 남자  편한 스판 빅사이즈 히든 밴딩 9부 10부,17800,감미로운,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
쉬즈미스 컴포트 와이드 밴딩  SWWSLM21130,47030,네이버,1,No-Maker,쉬즈미스,패션의류,여성의류,바지,Cheap,0,2,2,4
[특가] 1+1 잔골지 밴딩 와이드 통 3c,14900,샵159,2,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
올리비아로렌 세미 와이드 린넨  VOCDLWM4321,17460,네이버,1,세정,올리비아로렌,패션의류,여성의류,바지,Very Cheap,1,3,2,7
밀라 MILA밀라 링클프리 텐션 시그니처  3종,69900,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Cheap,0,0,2,2
폴햄 남 스트레치 테이퍼드 치노  A - PHD5PP1012A,27790,네이버,1,No-Maker,폴햄,패션의류,남성의류,바지,Very Cheap,0,3,2,6
린넨스판 여름 밴딩 조거,28800,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
폴햄 여성 3컬러 봄 가을 트레이닝 캐주얼 조거  470083 PHB3PT2402,13860,네이버,1,No-Maker,폴햄,패션의류,여성의류,바지,Very Cheap,0,3,2,6
엄마옷 로즈맘 심플무지밴딩2,8660,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,바지,Very Cheap,0,0,2,2
CC콜렉트 셋업 투턱 와이드 밴딩  씨씨콜렉트 C223MSA208,78840,네이버,1,No-Maker,씨씨콜렉트,패션의류,여성의류,바지,Moderate,0,3,1,4
탑텐 여성 스트레이트 밴딩 치노  MSB4PP2201,12900,네이버,1,No-Maker,탑텐,패션의류,여성의류,바지,Very Cheap,0,3,2,6
SI 씨 하이웨스트 부츠컷  SEPKF2291,30240,네이버,1,No-Maker,SI,패션의류,여성의류,바지,Very Cheap,0,3,2,6
무지 와이드 남자 배기 ,29900,핸섬브로,2,No-Maker,NO-Brand,패션의류,남성의류,바지,Very Cheap,0,0,2,2
