Title,Low price,Mall Name,Product Type,Maker,Brand,category1,category2,category3,Price_range,Maker Point,Brand Point,Price_range_score,Total Point
지오다노  372513,21930,네이버,1,지오다노,지오다노,패션의류,여성의류,레인코트,Very Cheap,1,3,2,7
모이몰른  아동 장화 아기옷 어린이집등원룩,35000,모이몰른에덴,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
EVA ,10900,SABU,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
날씨요정 아기공룡 유아  장화세트,23800,날씨요정,2,No-Maker,날씨요정,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
유가모아 어린이 판초 키즈 아동 여아 남아,15900,유가모아,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
치크 SH02 튤립 플라워  CKUC22S1G,19300,네이버,1,No-Maker,치크,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
모이몰른  판초 유아 아동 장화세트,35000,모이몰른 전주서신,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
여성 ,17390,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
 도롱이 남자 오토바이 판쵸 남성 배달,15900,코어파트,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
오즈키즈 유아 판초 깃털같은,29900,네이버,1,오즈키즈,오즈키즈,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
코스트코 HAS 아동 레인 자켓 유아 어린이 초등학생 ,37970,코스트블랙,2,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
[BAY-B] 유아 아동  우산 가방덮개,4900,bayb,2,No-Maker,BAY-B,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
카르닉 아웃도어 판초 KR001,13800,네이버,1,신세계코리아,카르닉,패션의류,남성의류,레인코트,Very Cheap,1,1,2,4
해즈 HAS 아동 폴리  레인자켓/ 코스트코,32990,굿 바이즈,2,No-Maker,HAS,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
제비표 ,11000,물건파는청년,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
더캐리 베베드피노 위니더푸카툰 BP22JF705,55300,네이버,1,더캐리,베베드피노,출산/육아,유아동의류,레인코트,Cheap,1,2,2,6
the아린 키즈 초등학생,25800,the아린몰,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
지오다노주니어 남아여아 주니어 ,19820,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
배달 세트 오토바이 남자 안전 등산 낚시 라이더 도롱이,32500,모아띵,2,No-Maker,RAINFREEM,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
예쁜 여성 ,29900,SABU,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
바니키즈 아기 유아 ,17900,바니키즈,2,No-Maker,바니키즈,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
노르디코 킨더 아기 베이지,25900,노르디코,2,아이엘,노르디코,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
라인이예쁜 여성,24800,오토몬,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
빔보빔바 레터링판초,27830,네이버,1,No-Maker,빔보빔바,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
제비표 SI-150,21010,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
제비표 SI-901,58710,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
HAS 아동 폴리  스마일플라워,38400,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
아기,11900,더에르고,2,No-Maker,에끌,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
판초  단다니 남여 공용,24900,단다니몰,2,No-Maker,단다니,패션의류,남성의류,레인코트,Very Cheap,0,2,2,4
차니팡 바람막이 판초  캠핑 배달 작업 남자,19000,늘푸른컴퍼니,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
브루클린웍스 ,54900,네이버,1,No-Maker,브루클린웍스,패션의류,남성의류,레인코트,Cheap,0,2,2,4
EVA 방수 코트형 ,8750,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
다이소 판초 - 1003141,3000,네이버,1,No-Maker,다이소,패션의류,남성의류,레인코트,Very Cheap,0,3,2,6
유아 ,49200,유하우,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
아가방앤컴퍼니 아가방 라라 미니  01P055951,51610,네이버,1,아가방앤컴퍼니,아가방,출산/육아,유아동의류,레인코트,Cheap,1,3,2,7
밀로앤개비 아기유아  장화 레인부츠 세트 로니의 도시여행L 낸시-160,74300,네이버,1,No-Maker,밀로앤개비,출산/육아,유아동의류,레인코트,Moderate,0,2,1,3
신세대 남자세트,19800,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
여성 ,31480,가성비 좋은 스토어,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
이랜드 치크 SH02 튤립 플라워  CKUC22S1G 8128074,17950,네이버,1,이랜드,치크,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
쁘띠엘린 밀로앤개비 유아 ,30510,네이버,1,쁘띠엘린,밀로앤개비,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
영유아 3D 입체 캐릭터 장화 ,11890,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
바이누누 유아 [자체제작],44910,바이누누 스토어,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
아가방 윙크롱  01P055901,50430,네이버,1,No-Maker,아가방,출산/육아,유아동의류,레인코트,Cheap,0,3,2,6
제비표 Si901,67500,ONESTORE,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Cheap,0,1,2,3
코스트코 헤즈 HAS 아동 레인자켓 유아 어린이 초등학생 ,32700,매직아이,2,No-Maker,HAS,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
EVA 보급형 성인용 ,2800,스프렉스,2,No-Maker,스프렉스,패션의류,남성의류,레인코트,Very Cheap,0,2,2,4
유아 어린이 초등 여아,39900,오즈키즈,2,오즈키즈,오즈키즈,출산/육아,유아동의류,레인코트,Cheap,1,1,2,4
아동 심플라인 판초 ,13750,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
오즈키즈 유아 어린이 남아 여아 초등 802,20900,네이버,1,오즈키즈,오즈키즈,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
유아  여아 돌 여자 아기 아동 주니어,34900,베베드키즈,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
모이몰른  세트 병아리 남아 여아 아동 장마 등원룩,35000,모이몰른광주신창,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
블랙야크 남자  작업용 코트형,119000,최가안전,2,블랙야크,블랙야크,패션의류,남성의류,레인코트,Expensive,1,3,1,6
TIOHOH 프리미엄 무지 ,33240,네이버,1,바다통상,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,1,0,2,3
모이몰른  세트 유아 아동 등원룩,43000,모이몰른광주신창,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Cheap,1,1,2,4
헤즈 HAS 아동 폴리  옐로우지브라,39050,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
베베드피노  겨울신상 추가오픈 벌써부터 반응굿 신규쿠폰10%,39000,패션플러스,2,No-Maker,베베드피노,출산/육아,유아동의류,레인코트,Cheap,0,2,2,4
이케아 판쵸,15900,달콩이네 리빙,2,이케아,이케아,패션의류,남성의류,레인코트,Very Cheap,1,3,2,7
R2020 여성  남여,18150,모아띵,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
코코리따 사과 망또탈착 CEUC21AE1,19900,네이버,1,No-Maker,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
어니우니  여성 남성 여자 남자 어린이 방수,3800,네이버,1,어니우니,어니우니,패션의류,여성의류,레인코트,Very Cheap,1,2,2,6
남자 성인 배달  프리사이즈,25800,몬다몬다,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
여성,9950,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
nanshi freestyle 배달 세트 라이더 퀵,49000,모아띵,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
아이엘 노르디코 킨더 아동 판초  M L,21800,네이버,1,아이엘,노르디코,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
모이몰른 지키  여름 MPZRIZRC08,15000,네이버,1,No-Maker,모이몰른,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
치크 치크 플라워 전판  CKUC23S1G,38620,네이버,1,No-Maker,치크,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
유아 아동  공룡 산리오 마이멜로디 헬로키티 시나모롤,16500,베베콩콩,2,No-Maker,산리오,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
더캐리 베베드피노 브로콜리 레인케이프 BP31JF313,79000,네이버,1,더캐리,베베드피노,출산/육아,유아동의류,레인코트,Moderate,1,2,1,4
로엠걸즈 가방세트 망또 2001천호점 RGUC22S1C,17870,네이버,1,No-Maker,로엠걸즈,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
제비표 MC-1000,23950,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
케이투 남여공용 경량 - 매장발송 K2 KUA22913,107990,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Expensive,0,0,1,1
제비표 ,680,물건파는청년,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
제비표 SI-950,49480,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Cheap,0,1,2,3
니코앤드 CITY CREEK 판초  784079,32500,네이버,1,No-Maker,니코앤드,패션의류,여성의류,레인코트,Very Cheap,0,1,2,3
제비표 SI901,25000,유니팩토리,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
돗투돗 웰컴 스프링 아기 유아 ,79000,돗투돗스토어,2,돗투돗,돗투돗,출산/육아,유아동의류,레인코트,Moderate,1,1,1,3
아가방 SH05 라라 윙크 01P055901 8400156,49880,네이버,1,No-Maker,아가방,출산/육아,유아동의류,레인코트,Cheap,0,3,2,6
제비표  다회용 옷,3230,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
아가방앤컴퍼니 아가방 아가방 동화속으로 고고우 콜라보디즈니 2001부평점 01P055952,50480,네이버,1,아가방앤컴퍼니,아가방,출산/육아,유아동의류,레인코트,Cheap,1,3,2,7
코코리따 유니콘  CEUC22AE1,16510,네이버,1,No-Maker,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
다이소  일회용 휴대용 성인용 여름 여행,1590,레인보우판다,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
제비표,19500,동아유니폼,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
코스트코 HAS 헤즈 아기 유아 아동  자켓,33990,모드엔지,2,No-Maker,HAS,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
네파  7HEEB94,63390,네이버,1,네파,네파,패션의류,남성의류,레인코트,Cheap,1,2,2,6
몽벨 남 여공용 다용도 판쵸 ML5FSUZZ201 202,44950,네이버,1,No-Maker,몽벨,패션의류,남성의류,레인코트,Cheap,0,2,2,4
블랙야크 솔리드 방수 레이코트,105290,네이버,1,블랙야크,블랙야크,패션의류,남성의류,레인코트,Moderate,1,3,1,6
스몰리 아동 장화 우산 유아동 키즈 어린이 아기 레인부츠 코트 smally,13800,제이티,2,제이티,스몰리,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
제비표  형광 상의 SI-170,15960,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
프랑프랑 아네로 레인 야상 코트(프리사이즈) 카키 컬러,69000,블루재팬,2,프랑프랑,FRANCFRANC,패션의류,여성의류,레인코트,Cheap,1,2,2,6
가드맨 일회용  아동 성인,450,가드맨,2,다인누리,가드맨,패션의류,남성의류,레인코트,Very Cheap,1,2,2,6
제비표 Si-112 작업용,8730,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
코코리따 이랜드 유니콘  CEUC22AE1,15920,네이버,1,No-Maker,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
어린이 UFO 오리 ,2500,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
제비표 투피스 L 그린 SI-888,16690,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
모이몰른,43000,모이몰른 전주서신,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Cheap,1,1,2,4
HAS 헤즈 아동 폴리  아기사슴,37700,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
예쁜 여성 ,29800,따봉몰.,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
지오다노 지오다노  전지현착용 05 05372513,34380,네이버,1,지오다노,지오다노,패션의류,여성의류,레인코트,Very Cheap,1,3,2,7
치크 SH05 비행기 나염  CKUC22S1B,17380,네이버,1,No-Maker,치크,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
여성  트렌치 여자 코트,21890,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
시나모롤 ,13290,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
NH 네이처하이크 캠핑 ,49900,마이 리틀 스토어,2,네이처하이크,네이처하이크,패션의류,남성의류,레인코트,Cheap,1,2,2,6
이케아 SALTSTEN 살트스텐 판쵸,14000,네이버,1,No-Maker,이케아,패션의류,남성의류,레인코트,Very Cheap,0,3,2,6
스콕스 유아 아동 주니어 초등 학생  JRC-001,20900,네이버,1,No-Maker,스콕스,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
헤즈 HAS 아동 폴리  쥬라기월드,37450,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
아이엘드 잔체크 바람막이겸용  RDU6004Q 71,87000,네이버,1,No-Maker,아이엘드,패션의류,여성의류,레인코트,Moderate,0,1,1,2
모이몰른  레인부츠 세트 유아 아동 등원룩,43000,모이몰른광주신창,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Cheap,1,1,2,4
블랙야크 상의 하의 솔리드  방수,105000,최가안전,2,블랙야크,블랙야크,패션의류,남성의류,레인코트,Moderate,1,3,1,6
HAS 아동 레인 자켓 초등학생  코스트코,28990,어니언마트,2,다온인터내셔날,HAS,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
마블 스파이더맨 거미줄 ,19887,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
데카트론 포클라즈 아르페나즈 성인 등산  40L,28800,네이버,1,No-Maker,데카트론,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
이랜드 치크 플라워 전판  CKUC23S1G,31890,네이버,1,이랜드,치크,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
블루독 AK평택 블루독 BI컬러 YE 23910-660-01,63350,네이버,1,No-Maker,블루독,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
아기 판초 키즈 어린이 여아 남아,19900,코메뜨,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
여성,21280,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
키즈목마 초등학생   블루  S,24800,쿠팡,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
제비표 투피스XL 그린 차콜 SI-150,23900,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
오토바이 ,43000,굿리뷰샵,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
[행운이네] 3D 동물 공룡 토끼 오리 개구리 유아 반투명 장화,27700,행운이네스토어,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
HAS 아동 폴리  스윗체리 아우터,38000,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
페리미츠 NC06 플라워패턴 P2121A851 S7207900,18490,네이버,1,No-Maker,페리미츠,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
초경량 EVA  성인 해외 여행 빅사이즈 대,1390,민스토어s,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
도롱이 ,44000,더잉스토어,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
제비표 고급 하의 바지 SI-901,21910,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
나이키 판초 경량 여성 여자 스포츠웨어 오버핏 얇은 후드 집업,69000,레이니쉬,2,나이키,나이키,패션의류,여성의류,레인코트,Cheap,1,3,2,7
지니스타키즈 다이노즈 아동우산  장화 3종세트,49040,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
밀로앤개비  레인부츠 세트 어린이 여아 남아,57900,네이버,1,No-Maker,밀로앤개비,출산/육아,유아동의류,레인코트,Cheap,0,2,2,4
코코리따 DINO  CEUC22AE2,16510,네이버,1,No-Maker,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
제비표,16500,유니팩토리,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
여성 판초 여행 캠핑,9590,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
로엠걸즈 아동 가방세트 망또 rguc22s1c,17120,네이버,1,No-Maker,로엠걸즈,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
남자 바지 일반형,11800,바잉스톱,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
비아이929 929 어린이,24780,네이버,1,비아이929,929,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
케이투 K2 공용 판쵸 - KUA21914,48880,네이버,1,No-Maker,K2,패션의류,남성의류,레인코트,Cheap,0,3,2,6
유아 ,28900,디어 엘,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
빅사이즈 판초,10890,반도랑,2,온스토어,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,1,0,2,3
캐주얼  성인,18280,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
친환경EVA 태풍에도찢어지지않는색감좋은  6종 보관백무료,9900,디어rain,2,No-Maker,디어레인,패션의류,남성의류,레인코트,Very Cheap,0,2,2,4
23봄 메론스위치 메론,40000,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
예끼 와이드판쵸주니어의류,17420,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
이랜드 코코리따 NC11 엘사 연블루 CEUC21AD1,21420,네이버,1,이랜드,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
아이더 남녀공용 LITE 팩커블 - UnKnown,81690,네이버,1,No-Maker,아이더,패션의류,여성의류,레인코트,Moderate,0,3,1,4
밀레 판초 mvrxe401hy2a,65400,네이버,1,MIELE,밀레,패션의류,남성의류,레인코트,Cheap,1,3,2,7
이랜드리테일 슈펜키즈 SH04 그라데이션  vklr78s02 S8074293,26980,네이버,1,이랜드리테일,슈펜키즈,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
여성 빅사이즈,29900,오랑하나,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
여성  골프 예쁜 세트 고급,23700,모아띵,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
베네통키즈 베네통 아동용 체리도트 케이프  QCETP4211,28460,네이버,1,No-Maker,베네통키즈,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
남자 남성 성인용 캠핑 판초  다이소,8900,정군스토어샵,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
K2  KUA21913,72000,네이버,1,No-Maker,K2,패션의류,남성의류,레인코트,Moderate,0,3,1,4
나이키 NSW 힙스터 남성 판초 블랙,141500,ORENDA,2,나이키,나이키,패션의류,남성의류,레인코트,Expensive,1,3,1,6
와요또 ,11910,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
헤브비 갬성 여름 장마 지인선물,19900,다온베베,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
두꺼운  블랙 화이트 블루 그린 옐로우 그레이,2590,와일드사운드,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
제비표 si 911,49900,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Cheap,0,1,2,3
하프돔 마운틴 판초,18810,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
오즈키즈 레이니 ,18900,네이버,1,오즈키즈,오즈키즈,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
티에스 TS 유아동 공룡 파우치포함,5000,네이버,1,티에스,TS,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
헌터 여성 레인코튼 ,87666,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Moderate,0,0,1,1
스프렉스 EVA 남녀공용 ,4800,네이버,1,No-Maker,스프렉스,패션의류,남성의류,레인코트,Very Cheap,0,2,2,4
스페이스  빅사이즈,19800,따봉몰.,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
에이론 고급형 바이크 ,43600,네이버,1,세기통상,NO-Brand,패션의류,남성의류,레인코트,Cheap,1,0,2,3
HAS 아동 폴리  유니콘드림PK,36360,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
행운이네 귀여운 동물 공룡 토끼 오리 개구리 아기,13900,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
씨티라이프 일회용 ,430,씨티라이프,2,씨티라이프,씨티라이프,패션의류,남성의류,레인코트,Very Cheap,1,1,2,4
HAS 아동 폴리  그린다이노,37250,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
[코코리따]유니콘 (CEUC22AE1),23430,코코리따,2,이랜드리테일,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
장마 여성 여름,33510,그대의 잡화점,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
오즈키즈 트윙클링 ,29900,네이버,1,오즈키즈,오즈키즈,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
아기 유아  장화 세트 주니어 여아 남아 아동 어린이 장마 태풍 초등학생,27900,바리은자아트,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
모이몰른  유아 아기레인부츠 세트 남아 여아 장마철 등원룩,35000,모이몰른강릉,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
스누피 레인판초 / 2392066002,69760,블루독,2,No-Maker,블루독,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
K2 케이투 경량 KUA23913N4 162752,120000,네이버,1,No-Maker,K2,패션의류,남성의류,레인코트,Expensive,0,3,1,4
블랙야크 아웃도어  작업용 등산 낚시,113080,네이버,1,No-Maker,블랙야크,패션의류,남성의류,레인코트,Expensive,0,3,1,4
지오다노 여성 생활방수 패션 /05-37-2513-06,36610,G마켓,2,지오다노,지오다노,패션의류,여성의류,레인코트,Cheap,1,3,2,7
밀로앤개비 [어린이집 준비물] 아기/유아-디자인선택,45500,롯데ON,2,No-Maker,밀로앤개비,출산/육아,유아동의류,레인코트,Cheap,0,2,2,4
 간부 대만 장교 완전방수 판초의 군대 군용 등산용 회오리 다이소x,2800,알피몰,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
제비표 라이더 도롱이 판초 일회용,15900,비욘드유,2,세일어패럴,제비표우의,패션의류,남성의류,레인코트,Very Cheap,1,1,2,4
산리오 ,29900,버니멜로우,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
코코리따 NC10 유니콘  CEUC22AE1,16920,네이버,1,No-Maker,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
HAS 아동 폴리  애니멀버디,39050,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
지오다노 여성 생활방수  05-37-2513-03,37990,네이버,1,지오다노,지오다노,패션의류,여성의류,레인코트,Cheap,1,3,2,7
MEC 마운트 이큅먼트 베이비 머디버디 수트 MEC 5058-304,97900,프릭바이,2,MEC,MEC,출산/육아,유아동의류,레인코트,Moderate,1,3,1,6
배달 세트 상의 하의,19000,쇼핑여왕,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
남자 바지,12200,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
K2 안전 하이포라  작업복 방수복 LB2-163,64500,네이버,1,No-Maker,K2,패션의류,남성의류,레인코트,Cheap,0,3,2,6
[리퍼브] 율그란 차차 아기 ,59000,율그란,2,율그란,율그란,출산/육아,유아동의류,레인코트,Cheap,1,2,2,6
모이몰른 남아 여아 키즈,43000,모이몰른홍천,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Cheap,1,1,2,4
(오늘출발 무료배송) 로다제이 클럽 투명 베이지,30000,달문가족,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
지오다노 여성 생활방수  05-37-2513-10,37010,네이버,1,지오다노,지오다노,패션의류,여성의류,레인코트,Cheap,1,3,2,7
남성 남여공용,31370,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
유아동 아기 곰돌이 토끼,24900,치크본,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
제이투제이 여성 골프,42850,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Cheap,0,0,2,2
이랜드리테일 밀리밤 일러스트  MLUC23S50,27920,네이버,1,이랜드리테일,밀리밤,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
밀리터리 스타일 판쵸,19770,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
